S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
s48e	w52d7	Was	Was	was	PWS
s48e	w52d8	deine	deine	deine	PPOSAT
s48e	w52d9	Augen	Augen	Auge	NN
s48e	w52da	sehen	ſehn	sehen	VVINF
s48e	w52db	,	,	,	$,
s48e	w52dc	was	was	was	PRELS
s48e	w52dd	deine	deine	deine	PPOSAT
s48e	w52de	Ohren	Ohren	Ohr	NN
s48e	w52df	hören	hoͤren	hören	VVINF
s48e	w52e0	,	,	,	$,
s48e	w52e1	Das	Das	die	PDS
s48e	w52e2	glaubest	glaubeſt	glauben	VVFIN
s48e	w52e3	du	du	du	PPER
s48e	w52e4	,	,	,	$,
s48e	w52e5	daran	daran	daran	PAV
s48e	w52e6	wird	wird	werden	VAFIN
s48e	w52e7	dich	dich	du	PPER
s48e	w52e8	kein	kein	keine	PIAT
s48e	w52e9	Zweifel	Zweifel	Zweifel	NN
s48e	w52ea	stören	ſtoͤren	stören	VVINF
s48e	w52eb	.	.	.	$.

# text = Und wozu dir verſagt ſind Augen oder Ohren , Sei es fuͤr andre da , fuͤr dich iſt es verloren .
s48f	w52ec	Und	Und	und	KON
s48f	w52ed	wozu	wozu	wozu	PWAV
s48f	w52ee	dir	dir	du	PPER
s48f	w52ef	versagt	verſagt	versagen	VVPP
s48f	w52f0	sind	ſind	sein	VAFIN
s48f	w52f1	Augen	Augen	Auge	NN
s48f	w52f2	oder	oder	oder	KON
s48f	w52f3	Ohren	Ohren	Ohr	NN
s48f	w52f4	,	,	,	$,
s48f	w52f5	Sei	Sei	sein	VAFIN
s48f	w52f6	es	es	es	PPER
s48f	w52f7	für	fuͤr	für	APPR
s48f	w52f8	andere	andre	andere	PIS
s48f	w52f9	da	da	da	ADV
s48f	w52fa	,	,	,	$,
s48f	w52fb	für	fuͤr	für	APPR
s48f	w52fc	dich	dich	du	PPER
s48f	w52fd	ist	iſt	sein	VAFIN
s48f	w52fe	es	es	es	PPER
s48f	w52ff	verloren	verloren	verlieren	VVPP
s48f	w5300	.	.	.	$.

# text = So offenbart auch das der Geiſt dem Geiſte nur , Wofuͤr empfaͤnglich iſt die geiſtige Natur .
s490	w5301	So	So	so	ADV
s490	w5302	offenbart	offenbart	offenbaren	VVFIN
s490	w5303	auch	auch	auch	ADV
s490	w5304	das	das	d	ART
s490	w5305	der	der	d	ART
s490	w5306	Geist	Geiſt	Geist	NN
s490	w5307	dem	dem	d	ART
s490	w5308	Geiste	Geiſte	Geist	NN
s490	w5309	nur	nur	nur	ADV
s490	w530a	,	,	,	$,
s490	w530b	Wofür	Wofuͤr	wofür	PWAV
s490	w530c	empfänglich	empfaͤnglich	empfänglich	ADJD
s490	w530d	ist	iſt	sein	VAFIN
s490	w530e	die	die	d	ART
s490	w530f	geistige	geiſtige	geistig	ADJA
s490	w5310	Natur	Natur	Natur	NN
s490	w5311	.	.	.	$.

# text = Er glaubt daran und ſchwoͤrt , er hats geſehn , gehoͤrt ; Warum nun glaubeſt du , daß ihn ein Wahn bethoͤrt ?
s491	w5312	Er	Er	er	PPER
s491	w5313	glaubt	glaubt	glauben	VVFIN
s491	w5314	daran	daran	daran	PAV
s491	w5315	und	und	und	KON
s491	w5316	schwört	ſchwoͤrt	schwören	VVFIN
s491	w5317	,	,	,	$,
s491	w5318	er	er	er	PPER
s491	w5319	hat_es	hats	haben_es	VAFIN
s491	w531a	gesehen	geſehn	sehen	VVPP
s491	w531b	,	,	,	$,
s491	w531c	gehört	gehoͤrt	gehören	VVFIN
s491	w531d	;	;	;	$.
s491	w531e	Warum	Warum	warum	PWAV
s491	w531f	nun	nun	nun	ADV
s491	w5320	glaubest	glaubeſt	glauben	VVFIN
s491	w5321	du	du	du	PPER
s491	w5322	,	,	,	$,
s491	w5323	daß	daß	daß	KOUS
s491	w5324	ihn	ihn	er	PPER
s491	w5325	ein	ein	eine	ART
s491	w5326	Wahn	Wahn	Wahn	NN
s491	w5327	betört	bethoͤrt	betören	VVPP
s491	w5328	?	?	?	$.

# text = Gott hat nur anders ihn als dich es ſehen laſſen ; Weißt du , auf wieviel Art ſich Gott laͤßt ſehn und faſſen ?
s492	w5329	Gott	Gott	Gott	NN
s492	w532a	hat	hat	haben	VAFIN
s492	w532b	nur	nur	nur	ADV
s492	w532c	anders	anders	anders	ADV
s492	w532d	ihn	ihn	er	PPER
s492	w532e	als	als	als	KOKOM
s492	w532f	dich	dich	du	PPER
s492	w5330	es	es	es	PPER
s492	w5331	sehen	ſehen	sehen	VVINF
s492	w5332	lassen	laſſen	lassen	VVINF
s492	w5333	;	;	;	$.
s492	w5334	Weißt	Weißt	weißen	VVFIN
s492	w5335	du	du	du	PPER
s492	w5336	,	,	,	$,
s492	w5337	auf	auf	auf	APPR
s492	w5338	wieviel	wieviel	wieviel	PWAT
s492	w5339	Art	Art	Art	NN
s492	w533a	sich	ſich	sich	PRF
s492	w533b	Gott	Gott	Gott	NN
s492	w533c	läßt	laͤßt	lassen	VVFIN
s492	w533d	sehen	ſehn	sehen	VVINF
s492	w533e	und	und	und	KON
s492	w533f	fassen	faſſen	fassen	VVINF
s492	w5340	?	?	?	$.

# text = Faſſ' ihn auf deine Art , faſſ' ihn auf deine recht !
s493	w5341	Fasse	Faſſ'	Faß	NN
s493	w5342	ihn	ihn	er	PPER
s493	w5343	auf	auf	auf	APPR
s493	w5344	deine	deine	deine	PPOSAT
s493	w5345	Art	Art	Art	NN
s493	w5346	,	,	,	$,
s493	w5347	fasse	faſſ'	fassen	VVFIN
s493	w5348	ihn	ihn	er	PPER
s493	w5349	auf	auf	auf	APPR
s493	w534a	deine	deine	deine	PPOSAT
s493	w534b	recht	recht	Recht	NN
s493	w534c	!	!	!	$.

# text = So gut als ſolchen Herrn kann faſſen ſolch ein Knecht .
s494	w534d	So	So	so	ADV
s494	w534e	gut	gut	gut	ADJD
s494	w534f	als	als	als	KOKOM
s494	w5350	solchen	ſolchen	solch	PIAT
s494	w5351	Herrn	Herrn	Herr	NN
s494	w5352	kann	kann	können	VMFIN
s494	w5353	fassen	faſſen	fassen	VVINF
s494	w5354	solch	ſolch	solch	PIAT
s494	w5355	ein	ein	eine	ART
s494	w5356	Knecht	Knecht	Knecht	NN
s494	w5357	.	.	.	$.

# text = Und dank' ihm , daß ins Aug' ihn jeder faſſen darf , Ob ſcharf ob bloͤd ' es ſei , was iſt hier bloͤd' und ſcharf ?
s495	w5358	Und	Und	und	KON
s495	w5359	danke	dank'	danken	VVFIN
s495	w535a	ihm	ihm	er	PPER
s495	w535b	,	,	,	$,
s495	w535c	daß	daß	daß	KOUS
s495	w535d	ins	ins	ins	APPRART
s495	w535e	Auge	Aug'	Auge	NN
s495	w535f	ihn	ihn	er	PPER
s495	w5360	jeder	jeder	jede	PIS
s495	w5361	fassen	faſſen	fassen	VVINF
s495	w5362	darf	darf	dürfen	VMFIN
s495	w5363	,	,	,	$,
s495	w5364	Ob	Ob	ob	KOUS
s495	w5365	scharf	ſcharf	scharf	ADJD
s495	w5366	ob	ob	ob	KOUS
s495	w5367	blöd	bloͤd	blöd	ADJD
s495	w5368	'	'	'	$(
s495	w5369	es	es	es	PPER
s495	w536a	sei	ſei	sein	VAFIN
s495	w536b	,	,	,	$,
s495	w536c	was	was	was	PWS
s495	w536d	ist	iſt	sein	VAFIN
s495	w536e	hier	hier	hier	ADV
s495	w536f	blöd	bloͤd'	blöd	ADJD
s495	w5370	und	und	und	KON
s495	w5371	scharf	ſcharf	scharf	ADJD
s495	w5372	?	?	?	$.

# text = In weſſen Auge ſich ein Stral vom Herren ſpiegelt , Der dient dem Herrn , ſein Dienſt iſt ihm vom Herrn beſiegelt .
s496	w5373	In	In	in	APPR
s496	w5374	wessen	weſſen	wer	PWAT
s496	w5375	Auge	Auge	Auge	NN
s496	w5376	sich	ſich	sich	PRF
s496	w5377	ein	ein	eine	ART
s496	w5378	Strahl	Stral	Strahl	NN
s496	w5379	vom	vom	vom	APPRART
s496	w537a	Herren	Herren	Herr	NN
s496	w537b	spiegelt	ſpiegelt	spiegeln	VVFIN
s496	w537c	,	,	,	$,
s496	w537d	Der	Der	die	PDS
s496	w537e	dient	dient	dienen	VVFIN
s496	w537f	dem	dem	d	ART
s496	w5380	Herrn	Herrn	Herr	NN
s496	w5381	,	,	,	$,
s496	w5382	sein	ſein	sein	PPOSAT
s496	w5383	Dienst	Dienſt	Dienst	NN
s496	w5384	ist	iſt	sein	VAFIN
s496	w5385	ihm	ihm	er	PPER
s496	w5386	vom	vom	vom	APPRART
s496	w5387	Herrn	Herrn	Herr	NN
s496	w5388	besiegelt	beſiegelt	besiegeln	VVPP
s496	w5389	.	.	.	$.

# text = 76 .
s956	w9cb2	76	76	76	CARD
s956	w9cb3	.	.	.	$.

# text = Ich hab' ein ſchlichtes Buch geleſen , unverziert , Unverſchraubt , unverfaͤlſcht , unverfiloſofirt .
s497	w538a	Ich	Ich	ich	PPER
s497	w538b	habe	hab'	haben	VAFIN
s497	w538c	ein	ein	eine	ART
s497	w538d	schlichtes	ſchlichtes	schlicht	ADJA
s497	w538e	Buch	Buch	Buch	NN
s497	w538f	gelesen	geleſen	lesen	VVPP
s497	w5390	,	,	,	$,
s497	w5391	unverziert	unverziert	unverziert	ADJD
s497	w5392	,	,	,	$,
s497	w5393	Unverschraubt	Unverſchraubt	unverschraubt	ADJD
s497	w5394	,	,	,	$,
s497	w5395	unverfälscht	unverfaͤlſcht	unverfälscht	ADJD
s497	w5396	,	,	,	$,
s497	w5397	unverfilosofirt	unverfiloſofirt	Unverfilosofirt	NE
s497	w5398	.	.	.	$.

# text = Anſichten , Ruͤckſichten , Abſichten waren nicht , Aus Umſicht aber ward Einſicht und Ueberſicht .
s498	w5399	Ansichten	Anſichten	Ansicht	NN
s498	w539a	,	,	,	$,
s498	w539b	Rücksichten	Ruͤckſichten	Rücksicht	NN
s498	w539c	,	,	,	$,
s498	w539d	Absichten	Abſichten	Absicht	NN
s498	w539e	waren	waren	sein	VAFIN
s498	w539f	nicht	nicht	nicht	PTKNEG
s498	w53a0	,	,	,	$,
s498	w53a1	Aus	Aus	aus	APPR
s498	w53a2	Umsicht	Umſicht	Umsicht	NN
s498	w53a3	aber	aber	aber	ADV
s498	w53a4	wurde	ward	werden	VAFIN
s498	w53a5	Einsicht	Einſicht	Einsicht	NN
s498	w53a6	und	und	und	KON
s498	w53a7	Übersicht	Ueberſicht	Übersicht	NN
s498	w53a8	.	.	.	$.

# text = Man ſah , der Sache war geſehen auf den Grund ; Des Kenners Kunde gab ſich dem Unkenner kund .
s499	w53a9	Man	Man	man	PIS
s499	w53aa	sah	ſah	sehen	VVFIN
s499	w53ab	,	,	,	$,
s499	w53ac	der	der	d	ART
s499	w53ad	Sache	Sache	Sache	NN
s499	w53ae	war	war	sein	VAFIN
s499	w53af	gesehen	geſehen	sehen	VVPP
s499	w53b0	auf	auf	auf	APPR
s499	w53b1	den	den	d	ART
s499	w53b2	Grund	Grund	Grund	NN
s499	w53b3	;	;	;	$.
s499	w53b4	Des	Des	d	ART
s499	w53b5	Kenners	Kenners	kenner	ADJA
s499	w53b6	Kunde	Kunde	Kunde	NN
s499	w53b7	gab	gab	geben	VVFIN
s499	w53b8	sich	ſich	sich	PRF
s499	w53b9	dem	dem	d	ART
s499	w53ba	Unkenner	Unkenner	Unkenner	NN
s499	w53bb	kund	kund	kund	PTKVZ
s499	w53bc	.	.	.	$.

# text = Das iſt Filoſofie , doch andere als die So hoch nun ſteckt ihr Ziel , daß ſie's erreichet nie .
s49a	w53bd	Das	Das	die	PDS
s49a	w53be	ist	iſt	sein	VAFIN
s49a	w53bf	Philosophie	Filoſofie	Philosophie	NN
s49a	w53c0	,	,	,	$,
s49a	w53c1	doch	doch	doch	ADV
s49a	w53c2	andere	andere	andere	PIS
s49a	w53c3	als	als	als	KOKOM
s49a	w53c4	die	die	d	ART
s49a	w53c5	So	So	so	ADV
s49a	w53c6	hoch	hoch	hoch	ADJD
s49a	w53c7	nun	nun	nun	ADV
s49a	w53c8	steckt	ſteckt	stecken	VVFIN
s49a	w53c9	ihr	ihr	ihr	PPOSAT
s49a	w53ca	Ziel	Ziel	Ziel	NN
s49a	w53cb	,	,	,	$,
s49a	w53cc	daß	daß	daß	KOUS
s49a	w53cd	sie_es	ſie's	sie_es	PIS
s49a	w53ce	erreichet	erreichet	erreichen	VVFIN
s49a	w53cf	nie	nie	nie	ADV
s49a	w53d0	.	.	.	$.

# text = Filoſofie , die man nicht fertig mit ſich bringt , Die aus der Forſchung ſelbſt dem Forſcher erſt entſpringt .
s49b	w53d1	Philosophie	Filoſofie	Philosophie	NN
s49b	w53d2	,	,	,	$,
s49b	w53d3	die	die	die	PRELS
s49b	w53d4	man	man	man	PIS
s49b	w53d5	nicht	nicht	nicht	PTKNEG
s49b	w53d6	fertig	fertig	fertig	ADJD
s49b	w53d7	mit	mit	mit	APPR
s49b	w53d8	sich	ſich	sich	PRF
s49b	w53d9	bringt	bringt	bringen	VVFIN
s49b	w53da	,	,	,	$,
s49b	w53db	Die	Die	d	ART
s49b	w53dc	aus	aus	aus	APPR
s49b	w53dd	der	der	d	ART
s49b	w53de	Forschung	Forſchung	Forschung	NN
s49b	w53df	selbst	ſelbſt	selbst	ADV
s49b	w53e0	dem	dem	d	ART
s49b	w53e1	Forscher	Forſcher	Forscher	NN
s49b	w53e2	erst	erſt	erst	ADV
s49b	w53e3	entspringt	entſpringt	entspringen	VVFIN
s49b	w53e4	.	.	.	$.

# text = Filoſofie , die will nicht machen ſelbſt die Sachen , Fein zuſieht ernſt und ſtill , wie ſich die Sachen machen .
s49c	w53e5	Philosophie	Filoſofie	Philosophie	NN
s49c	w53e6	,	,	,	$,
s49c	w53e7	die	die	die	PRELS
s49c	w53e8	will	will	wollen	VMFIN
s49c	w53e9	nicht	nicht	nicht	PTKNEG
s49c	w53ea	machen	machen	machen	VVINF
s49c	w53eb	selbst	ſelbſt	selbst	ADV
s49c	w53ec	die	die	d	ART
s49c	w53ed	Sachen	Sachen	Sache	NN
s49c	w53ee	,	,	,	$,
s49c	w53ef	Fein	Fein	Fein	NE
s49c	w53f0	zusieht	zuſieht	zusehen	VVFIN
s49c	w53f1	ernst	ernſt	ernst	ADJD
s49c	w53f2	und	und	und	KON
s49c	w53f3	still	ſtill	still	ADJD
s49c	w53f4	,	,	,	$,
s49c	w53f5	wie	wie	wie	PWAV
s49c	w53f6	sich	ſich	sich	PRF
s49c	w53f7	die	die	d	ART
s49c	w53f8	Sachen	Sachen	Sache	NN
s49c	w53f9	machen	machen	machen	VVINF
s49c	w53fa	.	.	.	$.

# text = 77 .
s957	w9cb4	77	77	77	CARD
s957	w9cb5	.	.	.	$.

# text = O wende dich an das , mein liebendes Gedicht , Im Menſchen , was vereint , an das , was trennet , nicht !
s49d	w53fb	O	O	O	NE
s49d	w53fc	wende	wende	wenden	VVFIN
s49d	w53fd	dich	dich	dich	PRF
s49d	w53fe	an	an	an	APPR
s49d	w53ff	das	das	d	ART
s49d	w5400	,	,	,	$,
s49d	w5401	mein	mein	mein	PPOSAT
s49d	w5402	liebendes	liebendes	liebend	ADJA
s49d	w5403	Gedicht	Gedicht	Gedicht	NN
s49d	w5404	,	,	,	$,
s49d	w5405	Im	Im	im	APPRART
s49d	w5406	Menschen	Menſchen	Mensch	NN
s49d	w5407	,	,	,	$,
s49d	w5408	was	was	was	PRELS
s49d	w5409	vereint	vereint	vereinen	VVFIN
s49d	w540a	,	,	,	$,
s49d	w540b	an	an	an	APPR
s49d	w540c	das	das	die	PDS
s49d	w540d	,	,	,	$,
s49d	w540e	was	was	was	PRELS
s49d	w540f	trennet	trennet	trennen	VVFIN
s49d	w5410	,	,	,	$,
s49d	w5411	nicht	nicht	nicht	PTKNEG
s49d	w5412	!	!	!	$.

# text = An das nicht , was nur trennt , und ewige Trennung ſtiftet , Der beiden Welten Heil mit heiligem Gift vergiftet ;
s49e	w5413	An	An	an	APPR
s49e	w5414	das	das	die	PDS
s49e	w5415	nicht	nicht	nicht	PTKNEG
s49e	w5416	,	,	,	$,
s49e	w5417	was	was	was	PWS
s49e	w5418	nur	nur	nur	ADV
s49e	w5419	trennt	trennt	trennen	VVFIN
s49e	w541a	,	,	,	$,
s49e	w541b	und	und	und	KON
s49e	w541c	ewige	ewige	ewig	ADJA
s49e	w541d	Trennung	Trennung	Trennung	NN
s49e	w541e	stiftet	ſtiftet	stiften	VVFIN
s49e	w541f	,	,	,	$,
s49e	w5420	Der	Der	d	ART
s49e	w5421	beiden	beiden	beide	PIAT
s49e	w5422	Welten	Welten	Welt	NN
s49e	w5423	Heil	Heil	Heil	NN
s49e	w5424	mit	mit	mit	APPR
s49e	w5425	heiligem	heiligem	heilig	ADJA
s49e	w5426	Gift	Gift	Gift	NN
s49e	w5427	vergiftet	vergiftet	vergiften	VVPP
s49e	w5428	;	;	;	$.

# text = Was als das einzige Heil fuͤr hier des Staates Norm Aufſtellen und fuͤr dort will eines Glaubens Form ;
s49f	w5429	Was	Was	was	PWS
s49f	w542a	als	als	als	KOKOM
s49f	w542b	das	das	d	ART
s49f	w542c	einzige	einzige	einzig	ADJA
s49f	w542d	Heil	Heil	Heil	NN
s49f	w542e	für	fuͤr	für	APPR
s49f	w542f	hier	hier	hier	ADV
s49f	w5430	des	des	d	ART
s49f	w5431	Staates	Staates	Staat	NN
s49f	w5432	Norm	Norm	Norm	NN
s49f	w5433	Aufstellen	Aufſtellen	Aufstellen	NN
s49f	w5434	und	und	und	KON
s49f	w5435	für	fuͤr	für	APPR
s49f	w5436	dort	dort	dort	ADV
s49f	w5437	will	will	wollen	VMFIN
s49f	w5438	eines	eines	eine	ART
s49f	w5439	Glaubens	Glaubens	Glauben	NN
s49f	w543a	Form	Form	Form	NN
s49f	w543b	;	;	;	$.

# text = Daß vor dem heiligen unheiligen Kriege Frieden Und Gluͤck zu finden ſei nicht droben noch hienieden .
s4a0	w543c	Daß	Daß	daß	KOUS
s4a0	w543d	vor	vor	vor	APPR
s4a0	w543e	dem	dem	d	ART
s4a0	w543f	heiligen	heiligen	heilig	ADJA
s4a0	w5440	unheiligen	unheiligen	unheilig	ADJA
s4a0	w5441	Kriege	Kriege	Krieg	NN
s4a0	w5442	Frieden	Frieden	Frieden	NN
s4a0	w5443	Und	Und	und	KON
s4a0	w5444	Glück	Gluͤck	Glück	NN
s4a0	w5445	zu	zu	zu	PTKZU
s4a0	w5446	finden	finden	finden	VVINF
s4a0	w5447	sei	ſei	sein	VAFIN
s4a0	w5448	nicht	nicht	nicht	PTKNEG
s4a0	w5449	droben	droben	droben	ADV
s4a0	w544a	noch	noch	noch	ADV
s4a0	w544b	hienieden	hienieden	hienieden	ADV
s4a0	w544c	.	.	.	$.

# text = Von dieſes Fiebers Froſt , von dieſes Fiebers Glut , Erſtarrt der Menſchheit Herz , verſiegt ihr Lebensblut .
s4a1	w544d	Von	Von	von	APPR
s4a1	w544e	dieses	dieſes	diese	PDAT
s4a1	w544f	Fiebers	Fiebers	Fieber	NN
s4a1	w5450	Frost	Froſt	Frost	NN
s4a1	w5451	,	,	,	$,
s4a1	w5452	von	von	von	APPR
s4a1	w5453	dieses	dieſes	diese	PDAT
s4a1	w5454	Fiebers	Fiebers	Fieber	NN
s4a1	w5455	Glut	Glut	Glut	NN
s4a1	w5456	,	,	,	$,
s4a1	w5457	Erstarrt	Erſtarrt	erstarren	VVFIN
s4a1	w5458	der	der	d	ART
s4a1	w5459	Menschheit	Menſchheit	Menschheit	NN
s4a1	w545a	Herz	Herz	Herz	NN
s4a1	w545b	,	,	,	$,
s4a1	w545c	versiegt	verſiegt	versiegen	VVFIN
s4a1	w545d	ihr	ihr	ihr	PPOSAT
s4a1	w545e	Lebensblut	Lebensblut	Lebensblut	NN
s4a1	w545f	.	.	.	$.

# text = In dieſen Todesfroſt blaſ ' einen warmen Hauch , Und einen klaͤrenden in dieſen dumpfen Rauch !
s4a2	w5460	In	In	in	APPR
s4a2	w5461	diesen	dieſen	diese	PDAT
s4a2	w5462	Todesfrost	Todesfroſt	Todesfrost	NN
s4a2	w5463	blas	blaſ	blasen	PTKVZ
s4a2	w5464	'	'	'	$(
s4a2	w5465	einen	einen	eine	ART
s4a2	w5466	warmen	warmen	warm	ADJA
s4a2	w5467	Hauch	Hauch	Hauch	NN
s4a2	w5468	,	,	,	$,
s4a2	w5469	Und	Und	und	KON
s4a2	w546a	einen	einen	eine	ART
s4a2	w546b	klärenden	klaͤrenden	klärend	ADJA
s4a2	w546c	in	in	in	APPR
s4a2	w546d	diesen	dieſen	diese	PDAT
s4a2	w546e	dumpfen	dumpfen	dumpf	ADJA
s4a2	w546f	Rauch	Rauch	Rauch	NN
s4a2	w5470	!	!	!	$.

# text = Das reine Menſchliche im Menſchen wend ' hervor , Der ewigen Sonne zu den Liebesfruͤhlingsflor !
s4a3	w5471	Das	Das	d	ART
s4a3	w5472	reine	reine	rein	ADJA
s4a3	w5473	Menschliche	Menſchliche	menschlich	ADJA
s4a3	w5474	im	im	im	APPRART
s4a3	w5475	Menschen	Menſchen	Mensch	NN
s4a3	w5476	wend	wend	wenden	PTKVZ
s4a3	w5477	'	'	'	$(
s4a3	w5478	hervor	hervor	hervor	PTKVZ
s4a3	w5479	,	,	,	$,
s4a3	w547a	Der	Der	d	ART
s4a3	w547b	ewigen	ewigen	ewig	ADJA
s4a3	w547c	Sonne	Sonne	Sonne	NN
s4a3	w547d	zu	zu	zu	APPR
s4a3	w547e	den	den	d	ART
s4a3	w547f	Liebesfrühlingsflor	Liebesfruͤhlingsflor	Liebesfrühlingsflor	NN
s4a3	w5480	!	!	!	$.

# text = Daß ſich die Menſchheit einſt fuͤhl' Eins , wie einſt ſie war , Und wie ſie noch ſich fuͤhlt in jedem jungen Paar .
s4a4	w5481	Daß	Daß	daß	KOUS
s4a4	w5482	sich	ſich	sich	PRF
s4a4	w5483	die	die	d	ART
s4a4	w5484	Menschheit	Menſchheit	Menschheit	NN
s4a4	w5485	einst	einſt	einst	ADV
s4a4	w5486	fühle	fuͤhl'	fühlen	VVFIN
s4a4	w5487	Eins	Eins	Eins	NN
s4a4	w5488	,	,	,	$,
s4a4	w5489	wie	wie	wie	PWAV
s4a4	w548a	einst	einſt	einst	ADV
s4a4	w548b	sie	ſie	sie	PPER
s4a4	w548c	war	war	sein	VAFIN
s4a4	w548d	,	,	,	$,
s4a4	w548e	Und	Und	und	KON
s4a4	w548f	wie	wie	wie	PWAV
s4a4	w5490	sie	ſie	sie	PPER
s4a4	w5491	noch	noch	noch	ADV
s4a4	w5492	sich	ſich	sich	PRF
s4a4	w5493	fühlt	fuͤhlt	fühlen	VVFIN
s4a4	w5494	in	in	in	APPR
s4a4	w5495	jedem	jedem	jede	PIAT
s4a4	w5496	jungen	jungen	jung	ADJA
s4a4	w5497	Paar	Paar	Paar	NN
s4a4	w5498	.	.	.	$.

# text = Dis liebende Gefuͤhl , aufs Leben ausgedehnt , Und auf die Welt erſtreckt , iſt was der Geiſt erſehnt .
s4a5	w5499	Dies	Dis	diese	PDS
s4a5	w549a	liebende	liebende	liebend	ADJA
s4a5	w549b	Gefühl	Gefuͤhl	Gefühl	NN
s4a5	w549c	,	,	,	$,
s4a5	w549d	aufs	aufs	aufs	APPRART
s4a5	w549e	Leben	Leben	Leben	NN
s4a5	w549f	ausgedehnt	ausgedehnt	ausdehnen	VVPP
s4a5	w54a0	,	,	,	$,
s4a5	w54a1	Und	Und	und	KON
s4a5	w54a2	auf	auf	auf	APPR
s4a5	w54a3	die	die	d	ART
s4a5	w54a4	Welt	Welt	Welt	NN
s4a5	w54a5	erstreckt	erſtreckt	erstrecken	VVFIN
s4a5	w54a6	,	,	,	$,
s4a5	w54a7	ist	iſt	sein	VAFIN
s4a5	w54a8	was	was	wer	PIS
s4a5	w54a9	der	der	d	ART
s4a5	w54aa	Geist	Geiſt	Geist	NN
s4a5	w54ab	ersehnt	erſehnt	ersehnen	VVPP
s4a5	w54ac	.	.	.	$.

# text = Hinweg , was zwaͤngt und engt ! herbei , was Bande ſprengt , Und nur mit Liebesband Geiſt und Natur umfaͤngt !
s4a6	w54ad	Hinweg	Hinweg	hinweg	ADV
s4a6	w54ae	,	,	,	$,
s4a6	w54af	was	was	was	PWS
s4a6	w54b0	zwängt	zwaͤngt	zwängen	VVFIN
s4a6	w54b1	und	und	und	KON
s4a6	w54b2	engt	engt	engen	VVFIN
s4a6	w54b3	!	!	!	$.
s4a6	w54b4	herbei	herbei	herbei	PTKVZ
s4a6	w54b5	,	,	,	$,
s4a6	w54b6	was	was	was	PRELS
s4a6	w54b7	Bande	Bande	Bande	NN
s4a6	w54b8	sprengt	ſprengt	sprengen	VVFIN
s4a6	w54b9	,	,	,	$,
s4a6	w54ba	Und	Und	und	KON
s4a6	w54bb	nur	nur	nur	ADV
s4a6	w54bc	mit	mit	mit	APPR
s4a6	w54bd	Liebesband	Liebesband	Liebesband	NN
s4a6	w54be	Geist	Geiſt	Geist	NN
s4a6	w54bf	und	und	und	KON
s4a6	w54c0	Natur	Natur	Natur	NN
s4a6	w54c1	umfängt	umfaͤngt	umfangen	VVFIN
s4a6	w54c2	!	!	!	$.

# text = 78 .
s958	w9cb6	78	78	78	CARD
s958	w9cb7	.	.	.	$.

# text = Die Welt iſt Gottes unausdenklicher Gedanke , Und goͤttlich der Beruf zu denken ohne Schranke .
s4a7	w54c3	Die	Die	d	ART
s4a7	w54c4	Welt	Welt	Welt	NN
s4a7	w54c5	ist	iſt	sein	VAFIN
s4a7	w54c6	Gottes	Gottes	Gott	NN
s4a7	w54c7	unausdenklicher	unausdenklicher	unausdenklich	ADJA
s4a7	w54c8	Gedanke	Gedanke	Gedanke	NN
s4a7	w54c9	,	,	,	$,
s4a7	w54ca	Und	Und	und	KON
s4a7	w54cb	göttlich	goͤttlich	göttlich	ADJD
s4a7	w54cc	der	der	d	ART
s4a7	w54cd	Beruf	Beruf	Beruf	NN
s4a7	w54ce	zu	zu	zu	PTKZU
s4a7	w54cf	denken	denken	denken	VVINF
s4a7	w54d0	ohne	ohne	ohne	APPR
s4a7	w54d1	Schranke	Schranke	Schranke	NN
s4a7	w54d2	.	.	.	$.

# text = Nichts in der Welt , das nicht Gedankenſtoff enthaͤlt , Und kein Gedanke , der nicht mitbaut an der Welt .
s4a8	w54d3	Nichts	Nichts	nichts	PIS
s4a8	w54d4	in	in	in	APPR
s4a8	w54d5	der	der	d	ART
s4a8	w54d6	Welt	Welt	Welt	NN
s4a8	w54d7	,	,	,	$,
s4a8	w54d8	das	das	die	PRELS
s4a8	w54d9	nicht	nicht	nicht	PTKNEG
s4a8	w54da	Gedankenstoff	Gedankenſtoff	Gedankenstoff	NN
s4a8	w54db	enthält	enthaͤlt	enthalten	VVFIN
s4a8	w54dc	,	,	,	$,
s4a8	w54dd	Und	Und	und	KON
s4a8	w54de	kein	kein	keine	PIAT
s4a8	w54df	Gedanke	Gedanke	Gedanke	NN
s4a8	w54e0	,	,	,	$,
s4a8	w54e1	der	der	die	PRELS
s4a8	w54e2	nicht	nicht	nicht	PTKNEG
s4a8	w54e3	mitbaut	mitbaut	mitbauen	VVFIN
s4a8	w54e4	an	an	an	APPR
s4a8	w54e5	der	der	d	ART
s4a8	w54e6	Welt	Welt	Welt	NN
s4a8	w54e7	.	.	.	$.

# text = Drum liebt mein Geiſt die Welt , weil er das Denken liebt , Und ſie ihm uͤberall ſoviel zu denken giebt .
s4a9	w54e8	Darum	Drum	darum	PAV
s4a9	w54e9	liebt	liebt	lieben	VVFIN
s4a9	w54ea	mein	mein	mein	PPOSAT
s4a9	w54eb	Geist	Geiſt	Geist	NN
s4a9	w54ec	die	die	d	ART
