S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
sb78	w12e9a	Reschith	Reſchith	Reschith	NE
sb78	w12e9b	Cochma	Cochma	Cochma	NE
sb78	w12e9c	;	;	;	$.
sb78	w12e9d	Sepher	Sepher	Sepher	NE
sb78	w12e9e	Gilgulim	Gilgulim	Gilgulim	NE
sb78	w12e9f	;	;	;	$.
sb78	w12ea0	Chagiga	Chagiga	Chagiga	NE
sb78	w12ea1	.	.	.	$.

# text = Als Gott den Adam erſchaffen hatte , hielten die Engel ihn fuͤr Gott ſelbſt , wollten ihn anbeten und ein Heilig , Heilig , Heilig , Halleluja vor ihm ſingen .
s3e7	w6ddf	Als	Als	als	KOKOM
s3e7	w6de0	Gott	Gott	Gott	NN
s3e7	w6de1	den	den	d	ART
s3e7	w6de2	Adam	Adam	Adam	NN
s3e7	w6de3	erschaffen	erſchaffen	erschaffen	VVPP
s3e7	w6de4	hatte	hatte	haben	VAFIN
s3e7	w6de5	,	,	,	$,
s3e7	w6de6	hielten	hielten	halten	VVFIN
s3e7	w6de7	die	die	d	ART
s3e7	w6de8	Engel	Engel	Engel	NN
s3e7	w6de9	ihn	ihn	er	PPER
s3e7	w6dea	für	fuͤr	für	APPR
s3e7	w6deb	Gott	Gott	Gott	NN
s3e7	w6dec	selbst	ſelbſt	selbst	ADV
s3e7	w6ded	,	,	,	$,
s3e7	w6dee	wollten	wollten	wollen	VMFIN
s3e7	w6def	ihn	ihn	er	PPER
s3e7	w6df0	anbeten	anbeten	anbeten	VVINF
s3e7	w6df1	und	und	und	KON
s3e7	w6df2	ein	ein	eine	ART
s3e7	w6df3	Heilig	Heilig	Heilig	ADJA
s3e7	w6df4	,	,	,	$,
s3e7	w6df5	Heilig	Heilig	Heilig	ADJA
s3e7	w6df6	,	,	,	$,
s3e7	w6df7	Heilig	Heilig	Heilig	ADJA
s3e7	w6df8	,	,	,	$,
s3e7	w6df9	Halleluja	Halleluja	Halleluja	NN
s3e7	w6dfa	vor	vor	vor	APPR
s3e7	w6dfb	ihm	ihm	er	PPER
s3e7	w6dfc	singen	ſingen	singen	VVINF
s3e7	w6dfd	.	.	.	$.

# text = Was that der hochgelobte Gott ?
s3e8	w6dfe	Was	Was	was	PWS
s3e8	w6dff	tat	that	tun	VVFIN
s3e8	w6e00	der	der	d	ART
s3e8	w6e01	hochgelobte	hochgelobte	hochgelobt	ADJA
s3e8	w6e02	Gott	Gott	Gott	NN
s3e8	w6e03	?	?	?	$.

# text = Er ließ den Menſchen in einen tiefen Schlaf fallen , und da ſahen die Engel , daß er nicht Gott war .
s3e9	w6e04	Er	Er	er	PPER
s3e9	w6e05	ließ	ließ	lassen	VVFIN
s3e9	w6e06	den	den	d	ART
s3e9	w6e07	Menschen	Menſchen	Mensch	NN
s3e9	w6e08	in	in	in	APPR
s3e9	w6e09	einen	einen	eine	ART
s3e9	w6e0a	tiefen	tiefen	tief	ADJA
s3e9	w6e0b	Schlaf	Schlaf	Schlaf	NN
s3e9	w6e0c	fallen	fallen	fallen	VVINF
s3e9	w6e0d	,	,	,	$,
s3e9	w6e0e	und	und	und	KON
s3e9	w6e0f	da	da	da	ADV
s3e9	w6e10	sahen	ſahen	sehen	VVFIN
s3e9	w6e11	die	die	d	ART
s3e9	w6e12	Engel	Engel	Engel	NN
s3e9	w6e13	,	,	,	$,
s3e9	w6e14	daß	daß	daß	KOUS
s3e9	w6e15	er	er	er	PPER
s3e9	w6e16	nicht	nicht	nicht	PTKNEG
s3e9	w6e17	Gott	Gott	Gott	NN
s3e9	w6e18	war	war	sein	VAFIN
s3e9	w6e19	.	.	.	$.

# text = Darum heißt es Jeſaias 2. V. 22. : Laſſet ab von dem Menſchen , der Athem in ſeiner Naſe hat ; denn was iſt er doch zu achten ?
s3ea	w6e1a	Darum	Darum	darum	PAV
s3ea	w6e1b	heißt	heißt	heißen	VVFIN
s3ea	w6e1c	es	es	es	PPER
s3ea	w6e1d	Jesajas	Jeſaias	Jesaja	NE
s3ea	w6e1e	2.	2.	2.	ADJA
s3ea	w6e1f	V.	V.	V.	NN
s3ea	w6e20	22.	22.	22.	ADJA
s3ea	w6e21	:	:	:	$(
s3ea	w6e22	Lasst	Laſſet	lassen	VVIMP
s3ea	w6e23	ab	ab	ab	PTKVZ
s3ea	w6e24	von	von	von	APPR
s3ea	w6e25	dem	dem	d	ART
s3ea	w6e26	Menschen	Menſchen	Mensch	NN
s3ea	w6e27	,	,	,	$,
s3ea	w6e28	der	der	d	ART
s3ea	w6e29	Atem	Athem	Atem	NN
s3ea	w6e2a	in	in	in	APPR
s3ea	w6e2b	seiner	ſeiner	seine	PPOSAT
s3ea	w6e2c	Nase	Naſe	Nase	NN
s3ea	w6e2d	hat	hat	haben	VAFIN
s3ea	w6e2e	;	;	;	$.
s3ea	w6e2f	denn	denn	denn	KON
s3ea	w6e30	was	was	was	PWS
s3ea	w6e31	ist	iſt	sein	VAFIN
s3ea	w6e32	er	er	er	PPER
s3ea	w6e33	doch	doch	doch	ADV
s3ea	w6e34	zu	zu	zu	PTKZU
s3ea	w6e35	achten	achten	achten	VVINF
s3ea	w6e36	?	?	?	$.

# text = M. ſ . im Talmud das Buch Niſchmath Adam .
sb79	w12ea2	M.	M.	M.	NE
sb79	w12ea3	s	ſ	s	PPER
sb79	w12ea4	.	.	.	$.
sb79	w12ea5	im	im	im	APPRART
sb79	w12ea6	Talmud	Talmud	Talmud	NN
sb79	w12ea7	das	das	d	ART
sb79	w12ea8	Buch	Buch	Buch	NN
sb79	w12ea9	Nischmath	Niſchmath	Nischmath	NE
sb79	w12eaa	Adam	Adam	Adam	NE
sb79	w12eab	.	.	.	$.

# text = Bei jener ungeheuern Groͤße des Adam darf es keineswegs befremden , daß er von einem Ende der Welt bis zum andern ſehen konnte .
s3eb	w6e37	Bei	Bei	bei	APPR
s3eb	w6e38	jener	jener	jen	PDAT
s3eb	w6e39	ungeheuren	ungeheuern	ungeheuer	ADJA
s3eb	w6e3a	Größe	Groͤße	Größe	NN
s3eb	w6e3b	des	des	d	ART
s3eb	w6e3c	Adam	Adam	Adam	NN
s3eb	w6e3d	darf	darf	dürfen	VMFIN
s3eb	w6e3e	es	es	es	PPER
s3eb	w6e3f	keineswegs	keineswegs	keineswegs	ADV
s3eb	w6e40	befremden	befremden	befremden	VVINF
s3eb	w6e41	,	,	,	$,
s3eb	w6e42	daß	daß	daß	KOUS
s3eb	w6e43	er	er	er	PPER
s3eb	w6e44	von	von	von	APPR
s3eb	w6e45	einem	einem	eine	ART
s3eb	w6e46	Ende	Ende	Ende	NN
s3eb	w6e47	der	der	d	ART
s3eb	w6e48	Welt	Welt	Welt	NN
s3eb	w6e49	bis	bis	bis	APPR
s3eb	w6e4a	zum	zum	zum	APPRART
s3eb	w6e4b	anderen	andern	ander	ADJA
s3eb	w6e4c	sehen	ſehen	sehen	VVINF
s3eb	w6e4d	konnte	konnte	können	VMFIN
s3eb	w6e4e	.	.	.	$.

# text = Jalkut Rubeni in der Paraſcha Kitiſſa .
sb7a	w12eac	Jalkut	Jalkut	Jalkut	NE
sb7a	w12ead	Rubeni	Rubeni	Rubeni	NE
sb7a	w12eae	in	in	in	APPR
sb7a	w12eaf	der	der	d	ART
sb7a	w12eb0	Paraschah	Paraſcha	Paraschah	NN
sb7a	w12eb1	Kitissa	Kitiſſa	Kitissa	NE
sb7a	w12eb2	.	.	.	$.

# text = Adam trieb , ehe ihm ſein Weib Eva zugeſellt war , Unzucht mit allen Thieren der Erde , und Eva that vor dem Suͤndenfall daſſelbe mit der Schlange .
s3ec	w6e4f	Adam	Adam	Adam	NN
s3ec	w6e50	trieb	trieb	treiben	VVFIN
s3ec	w6e51	,	,	,	$,
s3ec	w6e52	ehe	ehe	ehe	KOUS
s3ec	w6e53	ihm	ihm	er	PPER
s3ec	w6e54	sein	ſein	sein	PPOSAT
s3ec	w6e55	Weib	Weib	Weib	NN
s3ec	w6e56	Eva	Eva	Eva	NN
s3ec	w6e57	zugesellt	zugeſellt	zugesellen	VVPP
s3ec	w6e58	war	war	sein	VAFIN
s3ec	w6e59	,	,	,	$,
s3ec	w6e5a	Unzucht	Unzucht	Unzucht	NN
s3ec	w6e5b	mit	mit	mit	APPR
s3ec	w6e5c	allen	allen	alle	PIAT
s3ec	w6e5d	Tieren	Thieren	Tier	NN
s3ec	w6e5e	der	der	d	ART
s3ec	w6e5f	Erde	Erde	Erde	NN
s3ec	w6e60	,	,	,	$,
s3ec	w6e61	und	und	und	KON
s3ec	w6e62	Eva	Eva	Eva	NN
s3ec	w6e63	tat	that	tun	VVFIN
s3ec	w6e64	vor	vor	vor	APPR
s3ec	w6e65	dem	dem	d	ART
s3ec	w6e66	Sündenfall	Suͤndenfall	Sündenfall	NN
s3ec	w6e67	dasselbe	daſſelbe	dasselbe	PDAT
s3ec	w6e68	mit	mit	mit	APPR
s3ec	w6e69	der	der	d	ART
s3ec	w6e6a	Schlange	Schlange	Schlange	NN
s3ec	w6e6b	.	.	.	$.

# text = Emek Hammelech und Sanhedrin .
sb7b	w12eb3	Emek	Emek	Emek	NE
sb7b	w12eb4	Hammelech	Hammelech	Hammelech	NE
sb7b	w12eb5	und	und	und	KON
sb7b	w12eb6	Sanhedrin	Sanhedrin	Sanhedrin	NE
sb7b	w12eb7	.	.	.	$.

# text = Adam ſonderte ſich hundert und dreißig Jahre lang von ſeiner Frau ab , und beſchlief waͤhrend dieſer Zeit die Weiber der Teufel , welche von ihm ſchwanger wurden , und maͤnnliche Teufel und Nachtgeſpenſter gebahren .
s3ed	w6e6c	Adam	Adam	Adam	NE
s3ed	w6e6d	sonderte	ſonderte	sondern	VVFIN
s3ed	w6e6e	sich	ſich	sich	PRF
s3ed	w6e6f	hundert	hundert	hundert	CARD
s3ed	w6e70	und	und	und	KON
s3ed	w6e71	dreißig	dreißig	dreißig	CARD
s3ed	w6e72	Jahre	Jahre	Jahr	NN
s3ed	w6e73	lang	lang	lang	ADJD
s3ed	w6e74	von	von	von	APPR
s3ed	w6e75	seiner	ſeiner	seine	PPOSAT
s3ed	w6e76	Frau	Frau	Frau	NN
s3ed	w6e77	ab	ab	ab	PTKVZ
s3ed	w6e78	,	,	,	$,
s3ed	w6e79	und	und	und	KON
s3ed	w6e7a	beschlief	beſchlief	beschlafen	VVFIN
s3ed	w6e7b	während	waͤhrend	während	APPR
s3ed	w6e7c	dieser	dieſer	diese	PDAT
s3ed	w6e7d	Zeit	Zeit	Zeit	NN
s3ed	w6e7e	die	die	d	ART
s3ed	w6e7f	Weiber	Weiber	Weib	NN
s3ed	w6e80	der	der	d	ART
s3ed	w6e81	Teufel	Teufel	Teufel	NN
s3ed	w6e82	,	,	,	$,
s3ed	w6e83	welche	welche	welche	PRELS
s3ed	w6e84	von	von	von	APPR
s3ed	w6e85	ihm	ihm	er	PPER
s3ed	w6e86	schwanger	ſchwanger	schwanger	ADJD
s3ed	w6e87	wurden	wurden	werden	VAFIN
s3ed	w6e88	,	,	,	$,
s3ed	w6e89	und	und	und	KON
s3ed	w6e8a	männliche	maͤnnliche	männlich	ADJA
s3ed	w6e8b	Teufel	Teufel	Teufel	NN
s3ed	w6e8c	und	und	und	KON
s3ed	w6e8d	Nachtgespenster	Nachtgeſpenſter	Nachtgespenst	NN
s3ed	w6e8e	Gebaren	gebahren	Gebaren	NN
s3ed	w6e8f	.	.	.	$.

# text = Eva aber hurte mit den maͤnnlichen Teufeln und gebahr weibliche Teufel und Geſpenſter .
s3ee	w6e90	Eva	Eva	Eva	NN
s3ee	w6e91	aber	aber	aber	KON
s3ee	w6e92	hurte	hurte	huren	VVFIN
s3ee	w6e93	mit	mit	mit	APPR
s3ee	w6e94	den	den	d	ART
s3ee	w6e95	männlichen	maͤnnlichen	männlich	ADJA
s3ee	w6e96	Teufeln	Teufeln	Teufel	NN
s3ee	w6e97	und	und	und	KON
s3ee	w6e98	gebar	gebahr	gebären	VVFIN
s3ee	w6e99	weibliche	weibliche	weiblich	ADJA
s3ee	w6e9a	Teufel	Teufel	Teufel	NN
s3ee	w6e9b	und	und	und	KON
s3ee	w6e9c	Gespenster	Geſpenſter	Gespenst	NN
s3ee	w6e9d	.	.	.	$.

# text = Mit dem Sammael , dem Oberſten der Teufel zeugte ſie den Kain , und deshalb ſagte ſie :
s3ef	w6e9e	Mit	Mit	mit	APPR
s3ef	w6e9f	dem	dem	d	ART
s3ef	w6ea0	Sammael	Sammael	Sammael	NE
s3ef	w6ea1	,	,	,	$,
s3ef	w6ea2	dem	dem	d	ART
s3ef	w6ea3	Obersten	Oberſten	ober	ADJA
s3ef	w6ea4	der	der	d	ART
s3ef	w6ea5	Teufel	Teufel	Teufel	NN
s3ef	w6ea6	zeugte	zeugte	zeugen	VVFIN
s3ef	w6ea7	sie	ſie	sie	PPER
s3ef	w6ea8	den	den	d	ART
s3ef	w6ea9	Kain	Kain	Kain	NE
s3ef	w6eaa	,	,	,	$,
s3ef	w6eab	und	und	und	KON
s3ef	w6eac	deshalb	deshalb	deshalb	PAV
s3ef	w6ead	sagte	ſagte	sagen	VVFIN
s3ef	w6eae	sie	ſie	sie	PPER
s3ef	w6eaf	:	:	:	$.

# text = Jch habe den Mann von dem Herrn empfangen !
s3f0	w6eb0	Ich	Jch	ich	PPER
s3f0	w6eb1	habe	habe	haben	VAFIN
s3f0	w6eb2	den	den	d	ART
s3f0	w6eb3	Mann	Mann	Mann	NN
s3f0	w6eb4	von	von	von	APPR
s3f0	w6eb5	dem	dem	d	ART
s3f0	w6eb6	Herrn	Herrn	Herr	NN
s3f0	w6eb7	empfangen	empfangen	empfangen	VVPP
s3f0	w6eb8	!	!	!	$.

# text = 1 B. Moſ. 4. V. 1 . Die periodiſche Krankheit der Frauen iſt noch eine Folge der Unzucht , welche Mutter Eva mit dem Sammael trieb ; auch die Flecken im Monde ſind Unrath , den er hat hinein fallen laſſen ; kuͤnftig wird dieſer Koth aber weggewiſcht und der Mond gereinigt werden . Arme Stammaͤltern !
s3f1	w6eb9	1	1	1	CARD
s3f1	w6eba	B.	B.	B.	NN
s3f1	w6ebb	Mos.	Moſ.	Mos.	NN
s3f1	w6ebc	4.	4.	4.	ADJA
s3f1	w6ebd	V.	V.	V.	NN
s3f1	w6ebe	1	1	1	CARD
s3f1	w6ebf	.	.	.	$.
s3f1	w6ec0	Die	Die	d	ART
s3f1	w6ec1	periodische	periodiſche	periodisch	ADJA
s3f1	w6ec2	Krankheit	Krankheit	Krankheit	NN
s3f1	w6ec3	der	der	d	ART
s3f1	w6ec4	Frauen	Frauen	Frau	NN
s3f1	w6ec5	ist	iſt	sein	VAFIN
s3f1	w6ec6	noch	noch	noch	ADV
s3f1	w6ec7	eine	eine	eine	ART
s3f1	w6ec8	Folge	Folge	Folge	NN
s3f1	w6ec9	der	der	d	ART
s3f1	w6eca	Unzucht	Unzucht	Unzucht	NN
s3f1	w6ecb	,	,	,	$,
s3f1	w6ecc	welche	welche	welche	PWAT
s3f1	w6ecd	Mutter	Mutter	Mutter	NN
s3f1	w6ece	Eva	Eva	Eva	NN
s3f1	w6ecf	mit	mit	mit	APPR
s3f1	w6ed0	dem	dem	d	ART
s3f1	w6ed1	Sammael	Sammael	Sammael	NN
s3f1	w6ed2	trieb	trieb	treiben	VVFIN
s3f1	w6ed3	;	;	;	$.
s3f1	w6ed4	auch	auch	auch	ADV
s3f1	w6ed5	die	die	d	ART
s3f1	w6ed6	Flecken	Flecken	Flecken	NN
s3f1	w6ed7	im	im	im	APPRART
s3f1	w6ed8	Monde	Monde	Monde	NE
s3f1	w6ed9	sind	ſind	sein	VAFIN
s3f1	w6eda	Unrat	Unrath	Unrat	NN
s3f1	w6edb	,	,	,	$,
s3f1	w6edc	den	den	die	PRELS
s3f1	w6edd	er	er	er	PPER
s3f1	w6ede	hat	hat	haben	VAFIN
s3f1	w6edf	hinein	hinein	hinein	ADV
s3f1	w6ee0	fallen	fallen	fallen	VVINF
s3f1	w6ee1	lassen	laſſen	lassen	VVINF
s3f1	w6ee2	;	;	;	$.
s3f1	w6ee3	künftig	kuͤnftig	künftig	ADJD
s3f1	w6ee4	wird	wird	werden	VAFIN
s3f1	w6ee5	dieser	dieſer	diese	PDAT
s3f1	w6ee6	Kot	Koth	Kot	NN
s3f1	w6ee7	aber	aber	aber	ADV
s3f1	w6ee8	weggewischt	weggewiſcht	wegwischen	VVPP
s3f1	w6ee9	und	und	und	KON
s3f1	w6eea	der	der	d	ART
s3f1	w6eeb	Mond	Mond	Mond	NN
s3f1	w6eec	gereinigt	gereinigt	reinigen	VVPP
s3f1	w6eed	werden	werden	werden	VAINF
s3f1	w6eee	.	.	.	$.
s3f1	w6eef	Arme	Arme	arm	ADJA
s3f1	w6ef0	Stammeltern	Stammaͤltern	Stammeltern	NN
s3f1	w6ef1	!	!	!	$.

# text = Ungluͤcklicher Sammael !
s3f2	w6ef2	Unglücklicher	Ungluͤcklicher	Unglückliche	NN
s3f2	w6ef3	Sammael	Sammael	Sammael	NE
s3f2	w6ef4	!	!	!	$.

# text = Wie muͤßt ihr euch nach Jahrtauſenden noch von Gottes beſchnittenen Lieblingen beluͤgen laſſen !
s3f3	w6ef5	Wie	Wie	wie	PWAV
s3f3	w6ef6	müßt	muͤßt	müssen	VMFIN
s3f3	w6ef7	ihr	ihr	sie	PPER
s3f3	w6ef8	euch	euch	euch	PRF
s3f3	w6ef9	nach	nach	nach	APPR
s3f3	w6efa	Jahrtausenden	Jahrtauſenden	Jahrtausend	NN
s3f3	w6efb	noch	noch	noch	ADV
s3f3	w6efc	von	von	von	APPR
s3f3	w6efd	Gottes	Gottes	Gott	NN
s3f3	w6efe	beschnittenen	beſchnittenen	beschneiden	ADJA
s3f3	w6eff	Lieblingen	Lieblingen	Liebling	NN
s3f3	w6f00	belügen	beluͤgen	belügen	VVINF
s3f3	w6f01	lassen	laſſen	lassen	VVINF
s3f3	w6f02	!	!	!	$.

# text = Jalkut Schimoni und R. Bechai’s Erklaͤrung der fuͤnf Buͤcher Moſis , Paraſcha Bereſchith .
sb7c	w12eb8	Jalkut	Jalkut	Jalkut	NE
sb7c	w12eb9	Schimoni	Schimoni	Schimoni	NE
sb7c	w12eba	und	und	und	KON
sb7c	w12ebb	R.	R.	R.	NE
sb7c	w12ebc	Bechai's	Bechai’s	Bechai's	NE
sb7c	w12ebd	Erklärung	Erklaͤrung	Erklärung	NN
sb7c	w12ebe	der	der	d	ART
sb7c	w12ebf	fünf	fuͤnf	fünf	CARD
sb7c	w12ec0	Bücher	Buͤcher	Buch	NN
sb7c	w12ec1	Mosis	Moſis	Mosis	NE
sb7c	w12ec2	,	,	,	$,
sb7c	w12ec3	Paraschah	Paraſcha	Paraschah	NN
sb7c	w12ec4	Bereschit	Bereſchith	Bereschit	NE
sb7c	w12ec5	.	.	.	$.

# text = Jalkut Chadaſch unter dem Titel : Adam , Nr. 12 ; Jalkut Rubeni ; Menachem von Rekanat Erklaͤrung der 5 Buͤcher Moſis Paraſcha Mezora ; Maer Hakkaton .
sb7d	w12ec6	Jalkut	Jalkut	Jalkut	NE
sb7d	w12ec7	Chadasch	Chadaſch	Chadasch	NE
sb7d	w12ec8	unter	unter	unter	APPR
sb7d	w12ec9	dem	dem	d	ART
sb7d	w12eca	Titel	Titel	Titel	NN
sb7d	w12ecb	:	:	:	$.
sb7d	w12ecc	Adam	Adam	Adam	NN
sb7d	w12ecd	,	,	,	$,
sb7d	w12ece	Nr.	Nr.	Nr.	NN
sb7d	w12ecf	12	12	12	CARD
sb7d	w12ed0	;	;	;	$.
sb7d	w12ed1	Jalkut	Jalkut	jalkut	XY
sb7d	w12ed2	Rubeni	Rubeni	rubeni	XY
sb7d	w12ed3	;	;	;	$.
sb7d	w12ed4	Menachem	Menachem	Menachem	NE
sb7d	w12ed5	von	von	von	APPR
sb7d	w12ed6	Rekanat	Rekanat	Rekanat	NE
sb7d	w12ed7	Erklärung	Erklaͤrung	Erklärung	NN
sb7d	w12ed8	der	der	d	ART
sb7d	w12ed9	5	5	5	CARD
sb7d	w12eda	Bücher	Buͤcher	Buch	NN
sb7d	w12edb	Mosis	Moſis	Mosis	NE
sb7d	w12edc	Paraschah	Paraſcha	Paraschah	NN
sb7d	w12edd	Mezora	Mezora	Mezora	NE
sb7d	w12ede	;	;	;	$.
sb7d	w12edf	Maer	Maer	Maer	NN
sb7d	w12ee0	Hakkaton	Hakkaton	Hakkaton	NN
sb7d	w12ee1	.	.	.	$.

# text = Jm Talmud werden verſchiedene Urſachen angegeben , weshalb Gott die Menſchen aus dem Paradieſe vertrieben haben ſoll .
s3f4	w6f03	Im	Jm	im	APPRART
s3f4	w6f04	Talmud	Talmud	Talmud	NN
s3f4	w6f05	werden	werden	werden	VAFIN
s3f4	w6f06	verschiedene	verſchiedene	verschieden	ADJA
s3f4	w6f07	Ursachen	Urſachen	Ursache	NN
s3f4	w6f08	angegeben	angegeben	angeben	VVPP
s3f4	w6f09	,	,	,	$,
s3f4	w6f0a	weshalb	weshalb	weshalb	PWAV
s3f4	w6f0b	Gott	Gott	Gott	NN
s3f4	w6f0c	die	die	d	ART
s3f4	w6f0d	Menschen	Menſchen	Mensch	NN
s3f4	w6f0e	aus	aus	aus	APPR
s3f4	w6f0f	dem	dem	d	ART
s3f4	w6f10	Paradiese	Paradieſe	Paradies	NN
s3f4	w6f11	vertrieben	vertrieben	vertreiben	VVPP
s3f4	w6f12	haben	haben	haben	VAINF
s3f4	w6f13	soll	ſoll	sollen	VMFIN
s3f4	w6f14	.	.	.	$.

# text = Wie ſchon fruͤher erwaͤhnt worden , hatte Gott durch den Engel Raſiel dem Adam ein Buch geſandt , welches aber nach dem Suͤndenfall in den Himmel zuruͤckflog .
s3f5	w6f15	Wie	Wie	wie	PWAV
s3f5	w6f16	schon	ſchon	schon	ADV
s3f5	w6f17	früher	fruͤher	früh	ADJD
s3f5	w6f18	erwähnt	erwaͤhnt	erwähnen	VVPP
s3f5	w6f19	worden	worden	werden	VAPP
s3f5	w6f1a	,	,	,	$,
s3f5	w6f1b	hatte	hatte	haben	VAFIN
s3f5	w6f1c	Gott	Gott	Gott	NN
s3f5	w6f1d	durch	durch	durch	APPR
s3f5	w6f1e	den	den	d	ART
s3f5	w6f1f	Engel	Engel	Engel	NE
s3f5	w6f20	Rasiel	Raſiel	Rasiel	NN
s3f5	w6f21	dem	dem	d	ART
s3f5	w6f22	Adam	Adam	Adam	NN
s3f5	w6f23	ein	ein	eine	ART
s3f5	w6f24	Buch	Buch	Buch	NN
s3f5	w6f25	gesandt	geſandt	senden	VVPP
s3f5	w6f26	,	,	,	$,
s3f5	w6f27	welches	welches	welche	PRELS
s3f5	w6f28	aber	aber	aber	ADV
s3f5	w6f29	nach	nach	nach	APPR
s3f5	w6f2a	dem	dem	d	ART
s3f5	w6f2b	Sündenfall	Suͤndenfall	Sündenfall	NN
s3f5	w6f2c	in	in	in	APPR
s3f5	w6f2d	den	den	d	ART
s3f5	w6f2e	Himmel	Himmel	Himmel	NN
s3f5	w6f2f	zurückflog	zuruͤckflog	zurückfliegen	VVFIN
s3f5	w6f30	.	.	.	$.

# text = Adam weinte bitterlich uͤber ſeinen Verluſt , und gieng bis ans Kinn in den Fluß Gichon .
s3f6	w6f31	Adam	Adam	Adam	NE
s3f6	w6f32	weinte	weinte	weinen	VVFIN
s3f6	w6f33	bitterlich	bitterlich	bitterlich	ADJD
s3f6	w6f34	über	uͤber	über	APPR
s3f6	w6f35	seinen	ſeinen	seine	PPOSAT
s3f6	w6f36	Verlust	Verluſt	Verlust	NN
s3f6	w6f37	,	,	,	$,
s3f6	w6f38	und	und	und	KON
s3f6	w6f39	ging	gieng	gehen	VVFIN
s3f6	w6f3a	bis	bis	bis	ADV
s3f6	w6f3b	ans	ans	ans	APPRART
s3f6	w6f3c	Kinn	Kinn	Kinn	NN
s3f6	w6f3d	in	in	in	APPR
s3f6	w6f3e	den	den	d	ART
s3f6	w6f3f	Fluß	Fluß	Fluß	NN
s3f6	w6f40	Gichon	Gichon	Gichon	NE
s3f6	w6f41	.	.	.	$.

# text = Hier ſtand er hundert und dreißig Jahre lang im Waſſer , ohne Speiſe und Trank zu ſich zu nehmen , und that Buße .
s3f7	w6f42	Hier	Hier	hier	ADV
s3f7	w6f43	stand	ſtand	stehen	VVFIN
s3f7	w6f44	er	er	er	PPER
s3f7	w6f45	hundert	hundert	hundert	CARD
s3f7	w6f46	und	und	und	KON
s3f7	w6f47	dreißig	dreißig	dreißig	CARD
s3f7	w6f48	Jahre	Jahre	Jahr	NN
s3f7	w6f49	lang	lang	lang	ADJD
s3f7	w6f4a	im	im	im	APPRART
s3f7	w6f4b	Wasser	Waſſer	Wasser	NN
s3f7	w6f4c	,	,	,	$,
s3f7	w6f4d	ohne	ohne	ohne	KOUI
s3f7	w6f4e	Speise	Speiſe	Speise	NN
s3f7	w6f4f	und	und	und	KON
s3f7	w6f50	Trank	Trank	Trank	NN
s3f7	w6f51	zu	zu	zu	APPR
s3f7	w6f52	sich	ſich	sich	PRF
s3f7	w6f53	zu	zu	zu	PTKZU
s3f7	w6f54	nehmen	nehmen	nehmen	VVINF
s3f7	w6f55	,	,	,	$,
s3f7	w6f56	und	und	und	KON
s3f7	w6f57	tat	that	tun	VVFIN
s3f7	w6f58	Buße	Buße	Buße	NN
s3f7	w6f59	.	.	.	$.

# text = Das Waſſer machte am Ende ſeinen Leib roſtig , ſo daß er ſeinen Glanz gaͤnzlich verlohr .
s3f8	w6f5a	Das	Das	d	ART
s3f8	w6f5b	Wasser	Waſſer	Wasser	NN
s3f8	w6f5c	machte	machte	machen	VVFIN
s3f8	w6f5d	am	am	am	APPRART
s3f8	w6f5e	Ende	Ende	Ende	NN
s3f8	w6f5f	seinen	ſeinen	seine	PPOSAT
s3f8	w6f60	Leib	Leib	Leib	NN
s3f8	w6f61	rostig	roſtig	rostig	ADJD
s3f8	w6f62	,	,	,	$,
s3f8	w6f63	so	ſo	so	ADV
s3f8	w6f64	daß	daß	daß	KOUS
s3f8	w6f65	er	er	er	PPER
s3f8	w6f66	seinen	ſeinen	seine	PPOSAT
s3f8	w6f67	Glanz	Glanz	Glanz	NN
s3f8	w6f68	gänzlich	gaͤnzlich	gänzlich	ADJD
s3f8	w6f69	verlor	verlohr	verlieren	VVFIN
s3f8	w6f6a	.	.	.	$.

# text = Rabbi Schimeon belehrt uns , Adam habe drei Suͤnden begangen , nemlich Hurerei , Todſchlag und Abgoͤtterei .
s3f9	w6f6b	Rabbi	Rabbi	Rabbi	NN
s3f9	w6f6c	Schimeon	Schimeon	Schimeon	NE
s3f9	w6f6d	belehrt	belehrt	belehren	VVFIN
s3f9	w6f6e	uns	uns	wir	PPER
s3f9	w6f6f	,	,	,	$,
s3f9	w6f70	Adam	Adam	Adam	NE
s3f9	w6f71	habe	habe	haben	VAFIN
s3f9	w6f72	drei	drei	drei	CARD
s3f9	w6f73	Sünden	Suͤnden	Sünde	NN
s3f9	w6f74	begangen	begangen	begehen	VVPP
s3f9	w6f75	,	,	,	$,
s3f9	w6f76	nämlich	nemlich	nämlich	ADV
s3f9	w6f77	Hurerei	Hurerei	Hurerei	NN
s3f9	w6f78	,	,	,	$,
s3f9	w6f79	Totschlag	Todſchlag	Totschlag	NN
s3f9	w6f7a	und	und	und	KON
s3f9	w6f7b	Abgötterei	Abgoͤtterei	Abgotterei	NN
s3f9	w6f7c	.	.	.	$.

# text = Als nun Gott zu ihm ſprach : verflucht ſey der Acker um deinetwillen , Dornen und Diſteln ſoll er dir tragen !
s3fa	w6f7d	Als	Als	als	KOUS
s3fa	w6f7e	nun	nun	nun	ADV
s3fa	w6f7f	Gott	Gott	Gott	NN
